,Fulham,Nott'ham Forest,Bournemouth,Everton,Leeds United,West Ham,Huddersfield,Aston Villa,Burnley,Sheffield Utd,Cardiff City,Manchester Utd,Watford,Newcastle Utd,Leicester City,Liverpool,Brentford,Southampton,Wolves,Brighton,Tottenham,Arsenal,Norwich City,Crystal Palace,Chelsea,West Brom,Manchester City,Luton Town
197,51,48,39,33,0,51,0,87,57,6,0,84,0,57,0,81,78,0,54,69,54,81,0,45,51,0,78,36
198,57,69,48,21,0,39,0,75,51,27,0,93,0,75,0,45,36,0,36,42,90,63,0,72,39,0,102,60
199,45,63,27,33,0,42,0,93,42,30,0,84,0,57,0,81,60,0,69,69,75,54,0,36,60,0,93,27
200,39,39,42,27,0,84,0,75,42,45,0,66,0,66,0,78,66,0,27,63,39,99,0,60,69,0,96,18
201,33,45,27,60,0,18,0,75,66,18,0,81,0,96,0,87,54,0,60,63,69,84,0,60,45,0,81,18
202,75,42,18,21,0,60,0,57,51,21,0,63,0,78,0,84,33,0,84,48,69,105,0,45,57,0,96,33
203,54,72,57,39,0,48,0,54,33,36,0,63,0,66,0,99,51,0,24,72,54,108,0,57,42,0,93,18
204,57,12,30,36,0,69,0,93,21,30,0,78,0,54,0,78,75,0,60,72,36,69,0,66,60,0,111,33
205,66,45,39,57,0,30,0,66,48,21,0,75,0,78,0,108,57,0,48,51,54,81,0,75,27,0,93,21
206,78,66,24,39,0,54,0,84,39,30,0,51,0,90,0,93,78,0,36,72,42,69,0,45,66,0,72,12
207,27,60,42,54,0,48,0,87,27,51,0,72,0,57,0,99,57,0,33,51,60,84,0,27,78,0,99,27
208,51,54,42,57,0,51,0,78,45,21,0,72,0,87,0,66,81,0,66,48,48,72,0,36,51,0,99,15
209,30,63,27,60,0,60,0,66,27,54,0,75,0,72,0,69,60,0,57,36,45,78,0,81,48,0,93,39
210,51,24,15,42,0,72,0,81,30,33,0,90,0,60,0,72,69,0,60,54,75,72,0,69,45,0,90,36
211,45,39,30,75,0,81,0,72,27,27,0,72,0,84,0,96,24,0,72,72,48,63,0,54,54,0,84,21
212,84,30,9,15,0,39,0,78,54,51,0,96,0,63,0,87,66,0,57,48,72,66,0,57,33,0,108,27
213,60,48,33,39,0,81,0,84,30,36,0,60,0,93,0,75,78,0,60,51,63,90,0,24,33,0,87,15
214,66,39,42,45,0,15,0,54,60,30,0,60,0,45,0,93,84,0,45,78,72,81,0,66,54,0,102,9
215,57,66,24,63,0,36,0,57,42,24,0,57,0,60,0,75,87,0,63,72,39,93,0,69,42,0,93,21
216,72,72,51,45,0,54,0,69,36,12,0,75,0,81,0,87,48,0,27,60,57,78,0,66,33,0,99,18
217,57,45,45,72,0,30,0,75,33,27,0,81,0,72,0,81,48,0,42,81,42,99,0,48,42,0,90,30
218,48,66,54,33,0,69,0,75,51,24,0,66,0,66,0,90,48,0,60,39,69,75,0,48,42,0,93,24
219,36,33,42,33,0,57,0,63,69,39,0,81,0,84,0,81,78,0,60,54,36,87,0,36,54,0,93,24
220,51,48,39,51,0,66,0,81,27,60,0,78,0,51,0,81,51,0,45,48,51,78,0,63,42,0,99,30
221,60,51,18,33,0,45,0,69,45,48,0,72,0,90,0,54,69,0,39,51,66,96,0,48,45,0,108,33
222,33,42,60,30,0,51,0,72,66,12,0,69,0,90,0,57,66,0,57,66,69,93,0,57,30,0,96,24
223,30,30,36,60,0,54,0,69,42,27,0,78,0,78,0,87,69,0,48,60,48,75,0,69,57,0,99,24
224,66,48,48,63,0,54,0,63,42,18,0,72,0,78,0,48,81,0,54,60,78,81,0,45,30,0,96,15
225,60,45,24,63,0,57,0,45,69,27,0,75,0,51,0,72,54,0,81,75,69,72,0,48,33,0,84,36
226,30,51,33,57,0,63,0,42,54,54,0,90,0,69,0,87,63,0,51,57,57,108,0,45,21,0,84,24
227,27,39,57,72,0,42,0,75,51,30,0,81,0,87,0,90,51,0,45,45,75,99,0,30,30,0,84,30
228,84,24,30,45,0,39,0,72,39,33,0,63,0,66,0,75,66,0,51,63,63,72,0,81,36,0,102,36
229,42,51,36,33,0,39,0,45,30,51,0,78,0,87,0,90,66,0,36,63,51,102,0,69,63,0,78,30
230,39,42,33,45,0,45,0,87,30,54,0,66,0,63,0,93,81,0,54,51,60,81,0,63,54,0,84,15
231,66,39,39,57,0,57,0,87,15,18,0,69,0,87,0,78,45,0,54,78,57,87,0,48,48,0,96,15
232,42,36,75,48,0,60,0,48,21,45,0,87,0,60,0,69,60,0,84,81,66,48,0,27,51,0,102,30
233,51,51,63,48,0,63,0,69,30,21,0,102,0,51,0,87,54,0,66,66,75,75,0,45,33,0,78,12
234,69,36,39,60,0,27,0,93,24,24,0,93,0,45,0,81,90,0,57,45,84,60,0,39,54,0,81,39
235,72,84,51,57,0,33,0,60,33,48,0,81,0,51,0,87,60,0,45,81,15,81,0,24,45,0,102,30
236,48,48,48,27,0,45,0,63,63,18,0,90,0,87,0,87,63,0,33,51,57,66,0,81,57,0,87,21
237,63,42,39,42,0,45,0,66,21,39,0,90,0,81,0,60,39,0,60,57,51,78,0,54,69,0,108,36
238,66,36,12,45,0,75,0,81,57,51,0,69,0,39,0,78,48,0,48,84,54,78,0,75,21,0,108,15
239,45,45,33,63,0,39,0,72,51,6,0,87,0,78,0,84,63,0,33,66,54,78,0,60,63,0,102,18
240,78,60,51,39,0,54,0,78,33,39,0,60,0,51,0,102,42,0,42,69,63,87,0,60,51,0,57,24
241,33,39,69,30,0,60,0,63,42,57,0,63,0,75,0,75,51,0,57,72,45,57,0,63,66,0,105,18
242,60,27,57,42,0,42,0,66,48,21,0,51,0,72,0,99,60,0,72,60,51,99,0,36,51,0,99,27
243,69,33,45,69,0,69,0,69,63,27,0,63,0,51,0,87,63,0,42,57,48,48,0,87,39,0,81,30
244,69,63,15,45,0,48,0,60,54,54,0,66,0,72,0,78,75,0,42,60,63,66,0,48,36,0,102,24
245,63,57,48,24,0,66,0,84,36,18,0,72,0,87,0,81,66,0,42,54,51,63,0,51,57,0,99,21
246,54,69,60,39,0,69,0,66,36,45,0,66,0,81,0,93,57,0,60,57,81,69,0,30,24,0,78,6
247,24,60,48,60,0,27,0,78,60,24,0,72,0,36,0,78,69,0,39,66,84,69,0,51,66,0,87,42
248,69,63,78,24,0,33,0,39,27,33,0,87,0,60,0,90,66,0,54,72,42,87,0,48,63,0,90,15
249,66,60,42,63,0,42,0,42,42,27,0,105,0,63,0,60,45,0,66,69,45,78,0,54,51,0,96,24
250,54,63,48,30,0,24,0,75,66,48,0,48,0,84,0,75,75,0,48,63,63,72,0,18,48,0,99,39
251,57,66,48,36,0,39,0,60,30,42,0,72,0,72,0,87,75,0,60,66,60,39,0,54,66,0,84,27
252,33,30,42,87,0,48,0,36,48,54,0,84,0,84,0,72,54,0,30,81,60,69,0,63,36,0,99,30
253,36,39,45,36,0,66,0,78,69,48,0,99,0,105,0,57,72,0,42,57,45,48,0,42,36,0,87,33
254,57,54,45,57,0,33,0,63,45,18,0,99,0,69,0,93,72,0,24,66,51,75,0,45,72,0,81,21
255,51,42,36,51,0,39,0,54,54,39,0,78,0,72,0,84,66,0,27,75,60,57,0,81,51,0,105,18
256,42,60,30,42,0,51,0,69,60,24,0,45,0,72,0,72,66,0,51,72,69,69,0,72,42,0,105,27
257,42,48,60,57,0,39,0,39,66,33,0,54,0,57,0,90,75,0,54,48,63,90,0,93,27,0,93,12
258,57,66,18,30,0,36,0,60,63,48,0,69,0,78,0,66,54,0,66,54,72,96,0,33,39,0,105,30
259,57,93,66,54,0,42,0,57,15,18,0,63,0,78,0,75,78,0,60,57,57,51,0,60,54,0,78,27
260,72,81,21,33,0,33,0,72,39,21,0,78,0,72,0,84,42,0,45,84,66,75,0,57,54,0,84,27
261,54,75,39,60,0,54,0,90,39,30,0,63,0,75,0,90,66,0,24,54,57,87,0,36,24,0,90,33
262,42,36,42,39,0,30,0,87,63,48,0,66,0,63,0,99,63,0,54,36,48,105,0,54,66,0,69,30
263,48,30,66,33,0,51,0,72,48,27,0,99,0,66,0,72,51,0,42,84,54,87,0,33,57,0,84,36
264,48,51,24,45,0,33,0,48,39,45,0,81,0,66,0,78,81,0,60,63,78,93,0,57,27,0,102,21
265,57,21,36,45,0,48,0,48,42,48,0,78,0,93,0,84,60,0,30,81,63,78,0,51,45,0,105,27
266,48,30,36,30,0,33,0,78,45,30,0,87,0,75,0,90,72,0,69,69,63,75,0,42,42,0,90,36
267,30,60,27,66,0,57,0,42,36,15,0,78,0,81,0,90,60,0,42,81,78,63,0,66,51,0,90,27
268,60,30,27,81,0,30,0,57,39,39,0,69,0,90,0,60,63,0,66,60,66,84,0,54,48,0,105,12
269,36,72,54,33,0,54,0,69,39,63,0,102,0,60,0,78,60,0,54,39,81,87,0,48,39,0,60,12
270,42,18,54,42,0,51,0,66,42,39,0,54,0,81,0,90,66,0,57,75,30,96,0,69,54,0,93,21
271,78,42,30,45,0,48,0,84,33,36,0,78,0,87,0,63,45,0,54,66,84,81,0,42,27,0,108,9
272,30,30,39,39,0,57,0,75,54,60,0,78,0,72,0,78,60,0,54,69,63,96,0,39,45,0,90,12
273,66,36,30,81,0,72,0,51,87,33,0,78,0,21,0,72,51,0,75,63,60,66,0,45,66,0,69,18
274,36,66,54,42,0,69,0,57,30,24,0,75,0,60,0,72,48,0,57,78,57,105,0,60,45,0,75,30
275,63,21,42,39,0,69,0,51,27,48,0,63,0,87,0,78,60,0,51,75,54,75,0,51,66,0,87,33
276,48,87,12,60,0,54,0,87,54,30,0,51,0,84,0,78,60,0,39,78,63,78,0,15,33,0,93,36
277,27,45,30,48,0,48,0,96,63,30,0,75,0,78,0,57,90,0,48,48,72,87,0,30,66,0,81,21
278,69,54,45,45,0,60,0,75,36,18,0,78,0,72,0,78,48,0,36,78,72,51,0,39,48,0,111,27
279,27,60,39,54,0,30,0,54,30,42,0,84,0,60,0,81,72,0,48,48,69,96,0,75,66,0,90,15
280,39,45,39,45,0,45,0,42,24,27,0,87,0,75,0,87,66,0,63,45,84,96,0,60,36,0,96,39
281,63,63,39,36,0,42,0,57,54,15,0,63,0,63,0,93,63,0,51,90,81,63,0,66,30,0,87,21
282,45,36,60,45,0,57,0,66,27,45,0,87,0,84,0,90,45,0,30,63,57,75,0,36,69,0,87,36
283,57,30,30,30,0,45,0,96,72,27,0,72,0,51,0,75,54,0,30,84,69,69,0,72,60,0,93,24
284,60,45,45,45,0,27,0,81,24,24,0,66,0,63,0,72,63,0,57,84,57,84,0,66,39,0,102,36
285,66,57,24,42,0,39,0,69,57,30,0,81,0,69,0,87,78,0,36,51,87,87,0,27,39,0,93,21
286,51,60,27,39,0,66,0,60,33,27,0,69,0,63,0,75,72,0,39,81,72,99,0,66,30,0,93,18
287,66,39,39,24,0,39,0,54,51,60,0,78,0,63,0,69,57,0,48,63,36,81,0,75,78,0,105,15
288,36,57,48,48,0,60,0,81,33,39,0,57,0,66,0,96,69,0,36,72,57,87,0,39,42,0,99,18
289,54,30,45,42,0,30,0,90,27,33,0,81,0,72,0,99,90,0,39,48,66,84,0,45,42,0,99,24
290,39,48,45,45,0,30,0,60,51,24,0,72,0,60,0,75,36,0,60,69,75,93,0,69,51,0,108,30
291,54,45,27,39,0,60,0,69,48,33,0,45,0,57,0,96,84,0,27,78,54,96,0,60,63,0,78,27
292,54,45,69,42,0,24,0,78,60,30,0,66,0,81,0,72,93,0,48,66,30,75,0,54,39,0,96,18
293,51,42,42,93,0,60,0,69,39,9,0,69,0,48,0,81,81,0,27,48,51,87,0,78,51,0,90,24
294,66,66,33,48,0,36,0,60,33,33,0,48,0,54,0,105,51,0,42,66,66,75,0,63,57,0,96,42
295,81,45,21,33,0,60,0,90,39,42,0,90,0,81,0,57,69,0,24,36,69,72,0,78,51,0,84,18
296,27,48,27,42,0,60,0,81,51,54,0,57,0,75,0,93,78,0,36,78,60,90,0,45,27,0,84,27
297,36,45,36,66,0,36,0,81,27,72,0,96,0,75,0,102,57,0,39,63,60,78,0,54,24,0,78,15
298,48,48,45,39,0,39,0,69,48,42,0,81,0,69,0,81,87,0,48,51,39,69,0,72,51,0,105,9
299,45,18,48,48,0,36,0,81,51,36,0,93,0,75,0,78,54,0,45,45,66,99,0,36,60,0,99,27
300,63,60,39,51,0,27,0,48,48,12,0,87,0,63,0,57,66,0,63,69,54,81,0,75,57,0,81,39
301,36,24,39,51,0,42,0,96,51,27,0,72,0,63,0,60,75,0,75,78,54,57,0,72,54,0,90,24
302,36,57,57,12,0,33,0,81,18,21,0,81,0,63,0,84,57,0,63,45,60,69,0,78,72,0,105,48
303,51,75,33,48,0,78,0,75,48,15,0,84,0,60,0,93,54,0,48,51,33,78,0,24,51,0,90,51
304,69,30,42,48,0,57,0,54,66,63,0,78,0,90,0,36,57,0,57,51,84,78,0,54,21,0,93,12
305,54,39,39,39,0,60,0,45,51,36,0,72,0,75,0,96,51,0,54,87,57,78,0,48,36,0,108,15
306,72,42,48,36,0,36,0,60,39,39,0,81,0,66,0,75,45,0,60,78,69,72,0,57,66,0,93,6
307,27,54,33,39,0,39,0,75,27,63,0,54,0,84,0,72,69,0,57,69,75,87,0,48,60,0,87,21
308,72,54,42,42,0,72,0,69,27,42,0,84,0,48,0,84,45,0,27,60,81,84,0,72,42,0,69,24
309,69,27,54,66,0,24,0,60,42,60,0,63,0,87,0,81,48,0,30,42,84,87,0,36,63,0,81,36
310,42,63,36,36,0,36,0,78,54,30,0,63,0,72,0,99,93,0,48,33,78,69,0,57,39,0,99,15
311,54,45,57,48,0,54,0,51,36,30,0,87,0,78,0,60,90,0,30,54,60,72,0,60,54,0,84,36
312,72,42,27,39,0,69,0,45,39,57,0,60,0,84,0,87,78,0,18,45,84,87,0,60,39,0,84,24
313,69,21,39,48,0,57,0,78,57,36,0,93,0,57,0,87,39,0,63,45,42,84,0,51,60,0,99,15
314,27,45,36,21,0,36,0,72,48,45,0,78,0,84,0,78,57,0,69,60,72,90,0,24,75,0,87,36
315,45,30,48,54,0,39,0,48,45,42,0,60,0,96,0,75,75,0,42,81,60,84,0,39,60,0,93,24
316,81,36,48,27,0,45,0,75,45,21,0,51,0,78,0,93,48,0,72,45,66,84,0,66,51,0,102,6
317,66,42,48,51,0,51,0,63,12,27,0,72,0,72,0,87,75,0,45,72,84,75,0,33,54,0,96,15
318,60,24,24,42,0,60,0,36,51,27,0,72,0,93,0,57,81,0,69,72,78,69,0,54,60,0,69,42
319,51,18,36,21,0,51,0,63,48,60,0,78,0,93,0,48,51,0,48,63,63,72,0,87,51,0,102,36
320,63,15,57,60,0,48,0,60,33,36,0,84,0,84,0,69,51,0,39,45,57,75,0,54,81,0,93,36
321,30,57,36,48,0,39,0,75,27,36,0,90,0,78,0,99,60,0,36,60,54,60,0,45,78,0,84,48
322,48,42,51,54,0,45,0,81,39,33,0,75,0,60,0,93,78,0,33,63,72,75,0,63,51,0,63,21
323,63,45,18,48,0,42,0,84,18,18,0,78,0,69,0,93,51,0,57,66,66,93,0,39,51,0,105,36
324,21,18,51,57,0,39,0,87,51,42,0,93,0,45,0,102,72,0,36,69,66,63,0,45,51,0,93,39
325,51,30,54,48,0,39,0,69,27,27,0,87,0,78,0,72,90,0,66,60,57,84,0,30,57,0,99,15
326,48,66,66,60,0,63,0,63,45,24,0,84,0,78,0,75,63,0,54,42,30,63,0,81,33,0,75,27
327,30,39,33,45,0,48,0,69,36,36,0,84,0,87,0,72,57,0,48,36,81,93,0,60,63,0,102,21
328,45,75,24,42,0,42,0,75,9,51,0,69,0,78,0,96,90,0,45,69,54,63,0,51,42,0,93,27
329,51,54,42,75,0,75,0,69,45,36,0,39,0,57,0,96,51,0,33,72,84,75,0,45,42,0,93,6
330,63,60,45,18,0,54,0,78,30,33,0,66,0,69,0,78,81,0,54,72,36,81,0,27,72,0,96,27
331,36,27,51,54,0,66,0,54,27,27,0,81,0,66,0,90,69,0,36,51,81,69,0,63,78,0,81,33
332,99,63,21,15,0,39,0,54,42,45,0,75,0,63,0,96,48,0,54,66,42,96,0,36,81,0,75,30
333,42,42,24,30,0,60,0,81,30,48,0,57,0,69,0,75,69,0,36,69,78,84,0,69,66,0,90,21
334,66,63,48,39,0,60,0,48,57,18,0,69,0,75,0,75,48,0,30,63,84,102,0,30,54,0,87,24
335,57,57,33,69,0,30,0,72,57,42,0,51,0,81,0,78,57,0,30,39,66,84,0,45,39,0,99,54
336,57,39,39,45,0,54,0,57,42,39,0,81,0,54,0,99,57,0,63,48,39,72,0,72,69,0,81,33
337,39,48,30,33,0,42,0,63,54,24,0,84,0,96,0,81,75,0,30,60,75,81,0,51,60,0,87,27
338,57,63,42,39,0,72,0,48,54,36,0,66,0,45,0,75,66,0,45,75,60,78,0,51,57,0,96,15
339,42,51,66,27,0,69,0,69,33,12,0,48,0,75,0,69,84,0,33,69,84,93,0,30,57,0,96,33
340,60,66,24,30,0,30,0,87,12,51,0,78,0,63,0,78,51,0,48,72,63,90,0,63,69,0,87,18
341,36,48,42,36,0,39,0,66,51,21,0,84,0,84,0,90,63,0,48,51,84,69,0,60,48,0,96,24
342,48,36,54,51,0,30,0,39,36,39,0,72,0,57,0,90,72,0,45,66,51,84,0,75,69,0,96,30
343,51,45,42,63,0,24,0,90,45,39,0,72,0,90,0,63,60,0,63,66,78,63,0,42,33,0,87,24
344,63,39,42,42,0,27,0,42,60,18,0,81,0,60,0,78,57,0,78,60,81,87,0,60,42,0,105,18
345,45,36,30,75,0,30,0,72,39,45,0,78,0,51,0,87,51,0,48,84,57,87,0,60,66,0,81,18
346,45,69,72,54,0,24,0,78,27,21,0,81,0,75,0,78,60,0,27,69,81,90,0,36,39,0,93,21
347,72,69,24,42,0,36,0,66,63,18,0,96,0,63,0,81,51,0,60,72,39,84,0,48,45,0,90,21
348,48,45,39,54,0,63,0,57,42,18,0,69,0,87,0,48,93,0,72,45,45,78,0,63,57,0,78,39
349,36,36,60,18,0,51,0,69,48,42,0,75,0,84,0,81,63,0,21,69,84,84,0,60,51,0,84,24
350,66,42,45,45,0,66,0,39,57,36,0,87,0,84,0,72,57,0,42,63,69,51,0,57,48,0,99,15
351,39,42,81,51,0,48,0,75,30,9,0,63,0,75,0,81,75,0,54,60,72,84,0,54,33,0,81,33
352,33,27,81,60,0,60,0,63,54,27,0,81,0,96,0,81,81,0,33,39,54,78,0,42,39,0,87,24
353,39,24,30,30,0,75,0,48,57,39,0,69,0,93,0,96,66,0,51,36,60,72,0,45,66,0,102,42
354,48,42,48,48,0,39,0,60,30,45,0,78,0,72,0,75,54,0,60,48,75,84,0,84,42,0,78,30
355,39,51,48,24,0,54,0,66,42,24,0,78,0,72,0,93,54,0,66,81,39,54,0,78,30,0,93,54
356,48,42,39,51,0,72,0,57,48,9,0,78,0,42,0,84,72,0,21,51,78,66,0,69,78,0,102,33
357,66,36,24,75,0,36,0,57,48,18,0,78,0,72,0,87,63,0,36,84,78,84,0,60,30,0,90,18
358,75,30,45,24,0,36,0,90,30,3,0,78,0,81,0,60,96,0,42,63,60,81,0,75,39,0,96,36
359,39,54,36,60,0,84,0,99,39,21,0,87,0,60,0,78,45,0,48,57,69,60,0,63,21,0,87,33
360,54,36,69,45,0,36,0,69,45,18,0,69,0,90,0,72,93,0,57,39,54,60,0,57,54,0,90,33
361,21,45,36,51,0,57,0,75,48,18,0,81,0,84,0,84,60,0,39,81,69,81,0,63,24,0,93,30
362,54,45,36,21,0,45,0,48,48,72,0,87,0,45,0,57,78,0,27,57,102,84,0,60,75,0,78,21
363,48,48,60,39,0,54,0,72,27,39,0,93,0,90,0,84,51,0,27,57,57,87,0,45,57,0,84,21
364,60,69,33,75,0,57,0,69,42,30,0,78,0,78,0,33,75,0,33,45,66,72,0,54,39,0,102,30
365,30,84,57,36,0,36,0,66,30,24,0,72,0,99,0,75,66,0,33,84,54,81,0,63,69,0,78,3
366,63,33,27,30,0,36,0,69,30,48,0,63,0,90,0,99,33,0,54,69,60,87,0,66,81,0,78,24
367,57,51,27,39,0,78,0,60,36,30,0,75,0,90,0,87,54,0,39,69,39,84,0,69,54,0,66,36
368,75,36,60,72,0,57,0,60,24,15,0,87,0,51,0,75,84,0,33,72,66,81,0,51,45,0,78,18
369,48,63,51,72,0,48,0,75,27,15,0,81,0,60,0,72,66,0,75,48,63,78,0,45,48,0,93,12
370,63,18,42,57,0,30,0,51,27,45,0,72,0,93,0,90,66,0,51,81,63,36,0,75,57,0,105,18
371,33,51,36,72,0,54,0,48,66,33,0,69,0,96,0,87,66,0,36,72,69,63,0,30,51,0,93,15
372,54,33,45,54,0,45,0,54,60,27,0,72,0,84,0,63,69,0,51,96,72,90,0,33,60,0,66,12
373,51,51,51,63,0,39,0,57,33,39,0,75,0,54,0,99,87,0,27,51,57,87,0,57,33,0,99,30
374,27,39,42,75,0,33,0,63,51,54,0,72,0,63,0,81,66,0,24,72,45,96,0,45,66,0,90,36
375,51,51,27,57,0,54,0,87,18,21,0,69,0,66,0,84,69,0,51,81,72,81,0,36,39,0,99,27
376,21,60,24,33,0,48,0,60,69,30,0,90,0,63,0,69,75,0,63,81,57,93,0,54,33,0,81,36
377,42,60,54,24,0,48,0,57,45,42,0,54,0,72,0,105,75,0,66,21,57,90,0,48,75,0,75,30
378,72,54,33,57,0,63,0,66,63,45,0,78,0,81,0,102,66,0,27,69,45,42,0,30,27,0,81,39
379,30,45,36,54,0,42,0,63,33,42,0,72,0,69,0,96,78,0,36,45,72,102,0,69,66,0,63,27
380,45,54,33,36,0,54,0,66,42,30,0,93,0,84,0,81,72,0,42,66,51,84,0,36,39,0,102,30
381,48,45,36,45,0,36,0,60,69,21,0,81,0,84,0,75,60,0,42,96,21,93,0,72,42,0,81,33
382,54,66,57,36,0,48,0,90,30,36,0,84,0,72,0,75,45,0,48,72,63,96,0,54,39,0,60,15
383,45,63,39,27,0,51,0,60,33,27,0,87,0,78,0,78,87,0,63,66,51,93,0,27,27,0,102,36
384,60,66,45,54,0,48,0,75,54,36,0,57,0,54,0,63,45,0,30,66,75,84,0,66,66,0,57,39
385,78,33,66,33,0,30,0,48,42,30,0,42,0,78,0,75,72,0,48,60,69,87,0,57,54,0,102,36
386,96,51,54,21,0,24,0,78,42,18,0,90,0,69,0,81,57,0,27,69,72,63,0,60,51,0,99,18
387,45,63,45,21,0,45,0,39,57,48,0,102,0,51,0,78,72,0,54,66,54,63,0,60,51,0,96,30
388,51,48,42,36,0,39,0,81,75,33,0,72,0,69,0,87,72,0,6,69,48,93,0,39,51,0,93,36
389,42,63,24,57,0,33,0,57,27,27,0,93,0,66,0,81,48,0,51,87,87,75,0,51,36,0,84,51
390,51,57,60,30,0,63,0,72,24,51,0,81,0,75,0,90,69,0,54,66,78,54,0,27,39,0,78,21
391,54,30,15,51,0,66,0,78,24,30,0,66,0,75,0,96,63,0,39,51,72,87,0,51,66,0,99,27
392,60,51,30,54,0,30,0,72,30,36,0,60,0,66,0,96,63,0,15,81,60,102,0,75,63,0,78,18
393,24,36,33,18,0,75,0,36,36,36,0,51,0,93,0,84,66,0,51,60,72,69,0,87,57,0,102,54
394,60,42,48,57,0,33,0,54,60,36,0,51,0,84,0,81,60,0,78,60,54,81,0,57,45,0,78,21
395,60,45,54,63,0,18,0,51,54,12,0,75,0,69,0,75,60,0,45,69,63,99,0,42,63,0,93,30
396,42,27,63,60,0,60,0,63,24,54,0,75,0,75,0,66,87,0,36,54,75,69,0,81,21,0,96,12
